id,Ram,Dhananjay,Guru,Ashutosh
GeorgeRunger--GuoliangXue,N,N,N,N
GeorgeRunger--YezhouYang,N,N,N,N
GeorgeRunger--StephenSYau,N,N,N,N
HessamSarjoughian--MohamedSarwat,N,N,N,N
HessamSarjoughian--ArunabhaSen,N,N,N,N
HessamSarjoughian--PauloShakarian,N,Y,N,N
HessamSarjoughian--AviralShrivastava,N,N,N,N
HessamSarjoughian--DanShunk,N,Y,N,N
HessamSarjoughian--VioletSyrotiuk,N,Y,N,N
HessamSarjoughian--HanghangTong,N,Y,N,N
HessamSarjoughian--KurtVanLehn,N,N,N,N
HessamSarjoughian--JReneVillalobos,N,N,N,N
HessamSarjoughian--SarmaVrudhula,N,Y,N,N
HessamSarjoughian--ErinWalker,N,N,N,N
HessamSarjoughian--CaroleJeanWu,N,N,N,N
HessamSarjoughian--TeresaWu,N,N,N,N
HessamSarjoughian--GuoliangXue,N,N,N,N
HessamSarjoughian--YezhouYang,N,N,N,N
HessamSarjoughian--StephenSYau,N,N,N,N
MohamedSarwat--ArunabhaSen,N,Y,N,N
MohamedSarwat--PauloShakarian,N,N,N,N
MohamedSarwat--AviralShrivastava,N,Y,N,N
MohamedSarwat--DanShunk,N,N,N,N
MohamedSarwat--VioletSyrotiuk,N,Y,N,N
MohamedSarwat--HanghangTong,N,Y,N,N
MohamedSarwat--KurtVanLehn,N,Y,N,N
MohamedSarwat--JReneVillalobos,N,N,N,N
MohamedSarwat--SarmaVrudhula,N,N,N,N
MohamedSarwat--ErinWalker,N,N,N,N
MohamedSarwat--CaroleJeanWu,N,Y,N,N
MohamedSarwat--TeresaWu,N,Y,N,N
MohamedSarwat--GuoliangXue,N,N,N,N
MohamedSarwat--YezhouYang,N,Y,N,N
MohamedSarwat--StephenSYau,N,Y,N,N
ArunabhaSen--PauloShakarian,N,N,N,N
ArunabhaSen--AviralShrivastava,N,Y,N,N
ArunabhaSen--DanShunk,N,Y,N,N
ArunabhaSen--VioletSyrotiuk,Y,Y,Y,Y
ArunabhaSen--HanghangTong,N,N,N,N
ArunabhaSen--KurtVanLehn,N,N,N,N
ArunabhaSen--JReneVillalobos,N,N,N,N
ArunabhaSen--SarmaVrudhula,N,Y,N,Y
ArunabhaSen--ErinWalker,N,Y,N,N
ArunabhaSen--CaroleJeanWu,N,Y,N,N
ArunabhaSen--TeresaWu,N,N,N,N
ArunabhaSen--GuoliangXue,N,N,N,N
ArunabhaSen--YezhouYang,N,N,N,N
ArunabhaSen--StephenSYau,N,N,N,N
PauloShakarian--AviralShrivastava,N,N,N,N
PauloShakarian--DanShunk,N,Y,N,N
PauloShakarian--VioletSyrotiuk,N,Y,N,N
PauloShakarian--HanghangTong,Y,N,N,Y
PauloShakarian--KurtVanLehn,N,Y,N,Y
PauloShakarian--JReneVillalobos,N,N,N,N
PauloShakarian--SarmaVrudhula,N,Y,N,N
PauloShakarian--ErinWalker,N,Y,N,N
PauloShakarian--CaroleJeanWu,N,Y,N,N
PauloShakarian--TeresaWu,N,N,N,N
PauloShakarian--GuoliangXue,Y,N,N,N
PauloShakarian--YezhouYang,N,N,N,N
PauloShakarian--StephenSYau,N,N,Y,Y
AviralShrivastava--DanShunk,N,Y,N,N
AviralShrivastava--VioletSyrotiuk,N,N,N,N
AviralShrivastava--HanghangTong,N,Y,N,N
AviralShrivastava--KurtVanLehn,N,Y,N,N
AviralShrivastava--JReneVillalobos,N,N,N,N
AviralShrivastava--SarmaVrudhula,Y,N,Y,N
AviralShrivastava--ErinWalker,N,N,N,N
AviralShrivastava--CaroleJeanWu,Y,Y,N,Y
AviralShrivastava--TeresaWu,N,Y,N,N
AviralShrivastava--GuoliangXue,N,N,N,N
AviralShrivastava--YezhouYang,N,N,N,N
AviralShrivastava--StephenSYau,N,N,N,N
DanShunk--VioletSyrotiuk,N,N,N,N
DanShunk--HanghangTong,N,N,N,N
DanShunk--KurtVanLehn,N,Y,N,N
DanShunk--JReneVillalobos,N,N,Y,N
DanShunk--SarmaVrudhula,N,N,N,N
DanShunk--ErinWalker,N,Y,N,N
DanShunk--CaroleJeanWu,N,Y,Y,N
DanShunk--TeresaWu,N,Y,N,N
DanShunk--GuoliangXue,N,N,N,N
DanShunk--YezhouYang,N,N,N,N
DanShunk--StephenSYau,N,N,N,N
VioletSyrotiuk--HanghangTong,N,N,N,N
VioletSyrotiuk--KurtVanLehn,N,Y,N,N
VioletSyrotiuk--JReneVillalobos,N,Y,N,N
VioletSyrotiuk--SarmaVrudhula,N,N,N,N
VioletSyrotiuk--ErinWalker,N,Y,N,N
VioletSyrotiuk--CaroleJeanWu,N,Y,N,N
VioletSyrotiuk--TeresaWu,N,N,N,N
VioletSyrotiuk--GuoliangXue,Y,N,N,N
VioletSyrotiuk--YezhouYang,N,N,N,N
VioletSyrotiuk--StephenSYau,N,N,N,N
HanghangTong--KurtVanLehn,N,Y,N,N
HanghangTong--JReneVillalobos,N,N,N,N
HanghangTong--SarmaVrudhula,N,Y,N,N
HanghangTong--ErinWalker,N,Y,N,N
HanghangTong--CaroleJeanWu,N,N,N,N
HanghangTong--TeresaWu,N,Y,N,N
HanghangTong--GuoliangXue,N,N,N,Y
HanghangTong--YezhouYang,N,N,N,N
HanghangTong--StephenSYau,N,Y,N,N
KurtVanLehn--JReneVillalobos,N,Y,N,N
KurtVanLehn--SarmaVrudhula,N,Y,N,N
KurtVanLehn--ErinWalker,Y,Y,Y,Y
KurtVanLehn--CaroleJeanWu,N,Y,N,N
KurtVanLehn--TeresaWu,N,Y,N,N
KurtVanLehn--GuoliangXue,N,N,N,N
KurtVanLehn--YezhouYang,N,N,N,Y
KurtVanLehn--StephenSYau,N,Y,N,N
JReneVillalobos--SarmaVrudhula,N,N,N,N
JReneVillalobos--ErinWalker,N,N,N,N
JReneVillalobos--CaroleJeanWu,N,N,N,N
JReneVillalobos--TeresaWu,N,Y,N,N
JReneVillalobos--GuoliangXue,N,N,N,N
JReneVillalobos--YezhouYang,N,N,N,N
JReneVillalobos--StephenSYau,N,Y,N,N
SarmaVrudhula--ErinWalker,N,N,N,N
SarmaVrudhula--CaroleJeanWu,N,N,N,Y
SarmaVrudhula--TeresaWu,N,N,N,N
SarmaVrudhula--GuoliangXue,N,N,N,N
SarmaVrudhula--YezhouYang,N,N,N,N
SarmaVrudhula--StephenSYau,N,Y,N,N
ErinWalker--CaroleJeanWu,N,N,N,N
ErinWalker--TeresaWu,N,Y,N,N
ErinWalker--GuoliangXue,N,N,N,N
ErinWalker--YezhouYang,N,N,N,N
ErinWalker--StephenSYau,N,Y,N,N
CaroleJeanWu--TeresaWu,N,N,N,N
CaroleJeanWu--GuoliangXue,N,N,N,N
CaroleJeanWu--YezhouYang,N,N,N,N
CaroleJeanWu--StephenSYau,N,Y,N,N
TeresaWu--GuoliangXue,N,N,N,N
TeresaWu--YezhouYang,N,N,N,N
TeresaWu--StephenSYau,N,Y,N,N
GuoliangXue--YezhouYang,N,N,N,N
GuoliangXue--StephenSYau,N,Y,Y,N
YezhouYang--StephenSYau,N,Y,N,N
